city,installation_date,count
29 Palms,2002,2
29 Palms,2003,1
29 Palms,2004,3
29 Palms,2005,1
29 Palms,2006,7
29 Palms,2007,3
29 Palms,2008,1
29 Palms,2012,1
29 Palms,2013,14
29 Palms,2014,12
ACAMPO,2004,2
ACAMPO,2005,2
ACAMPO,2013,12
ACAMPO,2014,57
ACAMPO,2015,75
ACAMPO,2016,85
ACAMPO,2017,69
ACAMPO,2018,54
ACAMPO,2019,54
ACTON,2006,1
ACTON,2008,2
ACTON,2009,1
ACTON,2012,2
ACTON,2013,3
ACTON,2014,19
ACTON,2015,60
ACTON,2016,41
ACTON,2017,36
ACTON,2018,47
ACTON,2019,29
ADELANTO,2010,1
ADELANTO,2011,5
ADELANTO,2012,11
ADELANTO,2013,4
ADELANTO,2014,35
ADELANTO,2015,174
ADELANTO,2016,104
ADELANTO,2017,96
ADELANTO,2018,147
ADELANTO,2019,228
AGOURA,2014,1
AGOURA,2015,1
AGOURA,2016,1
AGOURA,2017,3
AGOURA HILLS,2002,2
AGOURA HILLS,2009,1
AGOURA HILLS,2010,1
AGOURA HILLS,2012,2
AGOURA HILLS,2013,1
AGOURA HILLS,2014,56
AGOURA HILLS,2015,147
AGOURA HILLS,2016,104
AGOURA HILLS,2017,47
AGOURA HILLS,2018,81
AGOURA HILLS,2019,96
AGUA DULCE,2006,1
AGUA DULCE,2010,1
AGUA DULCE,2013,1
AGUA DULCE,2014,1
AGUA DULCE,2015,4
AGUA DULCE,2016,4
AGUA DULCE,2018,2
AGUA DULCE,2019,3
AGUANGA,2010,1
AGUANGA,2013,1
AGUANGA,2014,2
AGUANGA,2015,5
AGUANGA,2016,2
AGUANGA,2017,3
AGUANGA,2018,4
AGUANGA,2019,3
AHWAHNEE,2013,2
AHWAHNEE,2014,10
AHWAHNEE,2015,14
AHWAHNEE,2016,5
AHWAHNEE,2017,7
AHWAHNEE,2018,9
AHWAHNEE,2019,18
ALAMO,2003,1
ALAMO,2012,1
ALAMO,2013,51
ALAMO,2014,130
ALAMO,2015,125
ALAMO,2016,118
ALAMO,2017,105
ALAMO,2018,117
ALAMO,2019,124
ALBANY,2004,1
ALBANY,2013,10
ALBANY,2014,23
ALBANY,2015,46
ALBANY,2016,47
ALBANY,2017,37
ALBANY,2018,47
ALBANY,2019,55
ALBION,2002,1
ALBION,2013,2
ALBION,2014,2
ALBION,2015,3
ALBION,2016,3
ALBION,2017,3
ALBION,2018,1
ALBION,2019,4
ALDERPOINT,2015,1
ALHAMBRA,2003,1
ALHAMBRA,2006,2
ALHAMBRA,2010,1
ALHAMBRA,2012,30
ALHAMBRA,2013,2
ALHAMBRA,2014,26
ALHAMBRA,2015,43
ALHAMBRA,2016,56
ALHAMBRA,2017,45
ALHAMBRA,2018,38
ALHAMBRA,2019,52
ALISO VIEJO,2003,1
ALISO VIEJO,2010,2
ALISO VIEJO,2013,5
ALISO VIEJO,2014,36
ALISO VIEJO,2015,98
ALISO VIEJO,2016,76
ALISO VIEJO,2017,51
ALISO VIEJO,2018,73
ALISO VIEJO,2019,92
ALPAUGH,2013,1
ALPAUGH,2014,3
ALPAUGH,2015,3
ALPAUGH,2016,2
ALPAUGH,2017,2
ALPAUGH,2018,3
ALPAUGH,2019,2
ALPINE,2003,1
ALPINE,2005,1
ALPINE,2006,11
ALPINE,2007,6
ALPINE,2008,1
ALPINE,2010,2
ALPINE,2011,11
ALPINE,2012,8
ALPINE,2013,99
ALPINE,2014,192
ALPINE,2015,291
ALPINE,2016,304
ALPINE,2017,179
ALPINE,2018,246
ALPINE,2019,262
ALTA,2013,1
ALTA,2014,1
ALTA,2015,3
ALTA,2016,1
ALTA,2017,4
ALTA,2019,2
ALTA LOMA,2007,1
ALTA LOMA,2010,1
ALTA LOMA,2011,2
ALTA LOMA,2012,2
ALTA LOMA,2013,15
ALTA LOMA,2014,191
ALTA LOMA,2015,265
ALTA LOMA,2016,182
ALTA LOMA,2017,162
ALTA LOMA,2018,197
ALTA LOMA,2019,214
ALTADENA,2004,1
ALTADENA,2009,2
ALTADENA,2010,5
ALTADENA,2011,1
ALTADENA,2013,8
ALTADENA,2014,47
ALTADENA,2015,95
ALTADENA,2016,123
ALTADENA,2017,91
ALTADENA,2018,108
ALTADENA,2019,116
ALTAVILLE,2016,1
ALVISO,2013,3
ALVISO,2015,1
ALVISO,2016,8
ALVISO,2017,2
ALVISO,2018,4
ALVISO,2019,5
AMADOR CITY,2014,1
AMADOR CITY,2015,4
AMADOR CITY,2016,1
AMADOR CITY,2017,1
AMADOR CITY,2018,2
AMADOR CITY,2019,5
AMERICAN CANYON,2013,19
AMERICAN CANYON,2014,65
AMERICAN CANYON,2015,118
AMERICAN CANYON,2016,143
AMERICAN CANYON,2017,91
AMERICAN CANYON,2018,82
AMERICAN CANYON,2019,91
ANAHEIM,2011,1
ANAHEIM,2012,1
ANAHEIM,2013,1
ANAHEIM,2014,12
ANAHEIM,2015,41
ANAHEIM,2016,33
ANAHEIM,2017,34
ANAHEIM,2018,19
ANAHEIM,2019,32
ANDERSON,2013,17
ANDERSON,2014,96
ANDERSON,2015,135
ANDERSON,2016,138
ANDERSON,2017,98
ANDERSON,2018,126
ANDERSON,2019,135
ANGELS CAMP,2013,6
ANGELS CAMP,2014,18
ANGELS CAMP,2015,35
ANGELS CAMP,2016,31
ANGELS CAMP,2017,38
ANGELS CAMP,2018,91
ANGELS CAMP,2019,69
ANGWIN,2013,1
ANGWIN,2014,12
ANGWIN,2015,12
ANGWIN,2016,10
ANGWIN,2017,13
ANGWIN,2018,7
ANGWIN,2019,8
ANNAPOLIS,2015,2
ANNAPOLIS,2019,2
ANTIOCH,2003,1
ANTIOCH,2012,5
ANTIOCH,2013,190
ANTIOCH,2014,584
ANTIOCH,2015,699
ANTIOCH,2016,780
ANTIOCH,2017,636
ANTIOCH,2018,684
ANTIOCH,2019,838
APPLE VALLEY,2003,1
APPLE VALLEY,2004,1
APPLE VALLEY,2005,4
APPLE VALLEY,2006,2
APPLE VALLEY,2007,2
APPLE VALLEY,2008,3
APPLE VALLEY,2009,4
APPLE VALLEY,2011,1
APPLE VALLEY,2012,5
APPLE VALLEY,2013,41
APPLE VALLEY,2014,399
APPLE VALLEY,2015,596
APPLE VALLEY,2016,378
APPLE VALLEY,2017,338
APPLE VALLEY,2018,453
APPLE VALLEY,2019,544
APPLEGATE,2013,3
APPLEGATE,2014,5
APPLEGATE,2015,8
APPLEGATE,2016,9
APPLEGATE,2017,12
APPLEGATE,2018,7
APPLEGATE,2019,17
APTOS,2013,21
APTOS,2014,111
APTOS,2015,163
APTOS,2016,153
APTOS,2017,82
APTOS,2018,88
APTOS,2019,93
ARBOGA,2019,7
ARBUCKLE,2013,9
ARBUCKLE,2014,20
ARBUCKLE,2015,54
ARBUCKLE,2016,88
ARBUCKLE,2017,65
ARBUCKLE,2018,38
ARBUCKLE,2019,37
ARCADIA,2002,1
ARCADIA,2003,1
ARCADIA,2004,1
ARCADIA,2006,1
ARCADIA,2008,2
ARCADIA,2011,3
ARCADIA,2012,4
ARCADIA,2013,7
ARCADIA,2014,80
ARCADIA,2015,205
ARCADIA,2016,130
ARCADIA,2017,126
ARCADIA,2018,157
ARCADIA,2019,133
ARCATA,2005,1
ARCATA,2006,1
ARCATA,2013,7
ARCATA,2014,11
ARCATA,2015,20
ARCATA,2016,32
ARCATA,2017,30
ARCATA,2018,32
ARCATA,2019,60
ARMONA,2012,1
ARMONA,2013,1
ARMONA,2014,5
ARMONA,2015,16
ARMONA,2016,15
ARMONA,2017,10
ARMONA,2018,14
ARMONA,2019,8
ARNOLD,2014,1
ARNOLD,2015,2
ARNOLD,2016,3
ARNOLD,2017,5
ARNOLD,2018,2
ARNOLD,2019,8
AROMAS,2013,2
AROMAS,2014,26
AROMAS,2015,30
AROMAS,2016,26
AROMAS,2017,26
AROMAS,2018,20
AROMAS,2019,11
ARROWBEAR LAKE,2015,1
ARROWBEAR LAKE,2017,1
ARROWBEAR LAKE,2018,3
ARROWBEAR LAKE,2019,3
ARROYO GRANDE,2011,1
ARROYO GRANDE,2012,1
ARROYO GRANDE,2013,31
ARROYO GRANDE,2014,178
ARROYO GRANDE,2015,277
ARROYO GRANDE,2016,209
ARROYO GRANDE,2017,131
ARROYO GRANDE,2018,161
ARROYO GRANDE,2019,241
ARTESIA,2012,1
ARTESIA,2013,1
ARTESIA,2014,9
ARTESIA,2015,41
ARTESIA,2016,40
ARTESIA,2017,27
ARTESIA,2018,20
ARTESIA,2019,20
ARTOIS,2014,3
ARTOIS,2015,7
ARTOIS,2016,10
ARTOIS,2017,5
ARTOIS,2018,5
ARTOIS,2019,4
ARVIN,2006,1
ARVIN,2013,4
ARVIN,2014,13
ARVIN,2015,76
ARVIN,2016,81
ARVIN,2017,57
ARVIN,2018,58
ARVIN,2019,90
ATASCADERO,2009,1
ATASCADERO,2013,46
ATASCADERO,2014,193
ATASCADERO,2015,283
ATASCADERO,2016,270
ATASCADERO,2017,175
ATASCADERO,2018,210
ATASCADERO,2019,207
ATHERTON,2005,1
ATHERTON,2013,7
ATHERTON,2014,17
ATHERTON,2015,30
ATHERTON,2016,30
ATHERTON,2017,33
ATHERTON,2018,27
ATHERTON,2019,25
ATWATER,2013,20
ATWATER,2014,128
ATWATER,2015,277
ATWATER,2016,259
ATWATER,2017,169
ATWATER,2018,201
ATWATER,2019,220
AUBERRY,2002,1
AUBERRY,2013,2
AUBERRY,2014,12
AUBERRY,2015,12
AUBERRY,2016,9
AUBERRY,2017,19
AUBERRY,2018,16
AUBERRY,2019,24
AUBURN,2004,1
AUBURN,2005,2
AUBURN,2006,1
AUBURN,2012,1
AUBURN,2013,91
AUBURN,2014,268
AUBURN,2015,340
AUBURN,2016,433
AUBURN,2017,317
AUBURN,2018,370
AUBURN,2019,345
AVALON,2008,1
AVALON,2010,1
AVALON,2014,1
AVALON,2015,1
AVALON,2016,3
AVALON,2019,1
AVENAL,2012,4
AVENAL,2013,1
AVENAL,2014,14
AVENAL,2015,46
AVENAL,2016,39
AVENAL,2017,31
AVENAL,2018,15
AVENAL,2019,15
AVERY,2014,1
AVERY,2017,2
AVERY,2018,2
AVERY,2019,2
AVILA BEACH,2013,2
AVILA BEACH,2014,1
AVILA BEACH,2015,2
AVILA BEACH,2016,6
AVILA BEACH,2017,1
AVILA BEACH,2018,8
AVILA BEACH,2019,6
AZUSA,2013,1
AZUSA,2014,2
AZUSA,2015,10
AZUSA,2016,31
AZUSA,2017,16
AZUSA,2018,24
AZUSA,2019,16
Acampo,2001,1
Acampo,2002,1
Acampo,2003,2
Acampo,2004,5
Acampo,2005,3
Acampo,2006,6
Acampo,2007,4
Acampo,2008,7
Acampo,2009,14
Acampo,2010,20
Acampo,2011,14
Acampo,2012,9
Acampo,2013,17
Acampo,2014,2
Acampo,2015,2
Acampo,2017,1
Acton,2002,1
Acton,2003,2
Acton,2004,2
Acton,2005,2
Acton,2006,4
Acton,2007,5
Acton,2008,1
Acton,2009,4
Acton,2010,15
Acton,2011,24
Acton,2012,45
Acton,2013,38
Acton,2014,21
Acton,2016,16
Acton,2017,16
Acton,2018,3
Adelanto,2004,1
Adelanto,2008,1
Adelanto,2010,2
Adelanto,2012,5
Adelanto,2013,17
Adelanto,2014,13
Adelanto,2016,48
Adelanto,2017,18
Adelanto,2018,53
Adelanto,2019,3
Agoura,2007,1
Agoura,2008,1
Agoura,2009,1
Agoura,2010,1
Agoura,2012,1
Agoura,2013,3
Agoura,2016,1
Agoura Hills,2003,2
Agoura Hills,2004,2
Agoura Hills,2005,5
Agoura Hills,2006,4
Agoura Hills,2007,17
Agoura Hills,2008,11
Agoura Hills,2009,18
Agoura Hills,2010,34
Agoura Hills,2011,43
Agoura Hills,2012,53
Agoura Hills,2013,97
Agoura Hills,2014,57
Agoura Hills,2015,1
Agoura Hills,2016,23
Agoura Hills,2017,23
Agoura Hills,2018,2
Agua Dulce,2001,1
Agua Dulce,2002,1
Agua Dulce,2003,1
Agua Dulce,2007,4
Agua Dulce,2008,2
Agua Dulce,2010,7
Agua Dulce,2011,6
Agua Dulce,2012,2
Agua Dulce,2013,9
Agua Dulce,2014,1
Agua Dulce,2016,1
Agua Dulce,2017,1
Aguanga,2005,1
Aguanga,2006,1
Aguanga,2007,1
Aguanga,2010,2
Aguanga,2012,5
Aguanga,2017,2
Ahwahnee,2002,1
Ahwahnee,2004,1
Ahwahnee,2006,1
Ahwahnee,2007,2
Ahwahnee,2008,1
Ahwahnee,2009,8
Ahwahnee,2010,2
Ahwahnee,2011,5
Ahwahnee,2012,5
Ahwahnee,2013,10
Alamo,2002,4
Alamo,2003,4
Alamo,2004,11
Alamo,2005,2
Alamo,2006,10
Alamo,2007,19
Alamo,2008,16
Alamo,2009,39
Alamo,2010,41
Alamo,2011,44
Alamo,2012,62
Alamo,2013,67
Alamo,2014,15
Alamo,2015,4
Alamo,2016,2
Alamo,2019,1
Albany,2001,1
Albany,2002,4
Albany,2003,2
Albany,2004,9
Albany,2005,8
Albany,2006,11
Albany,2007,5
Albany,2008,12
Albany,2009,16
Albany,2010,17
Albany,2011,11
Albany,2012,14
Albany,2013,29
Albany,2017,1
Albion,1999,2
Albion,2001,2
Albion,2002,2
Albion,2003,2
Albion,2004,1
Albion,2005,1
Albion,2006,1
Albion,2009,3
Albion,2011,5
Albion,2012,1
Albion,2013,5
Alderpoint,2011,1
Alderpoint,2013,1
Alexander,2011,1
Alhambra,2002,1
Alhambra,2003,1
Alhambra,2004,2
Alhambra,2005,2
Alhambra,2006,1
Alhambra,2007,2
Alhambra,2008,4
Alhambra,2009,3
Alhambra,2010,9
Alhambra,2011,7
Alhambra,2012,14
Alhambra,2013,95
Alhambra,2014,17
Alhambra,2015,4
Alhambra,2016,18
Alhambra,2017,13
Alhambra,2018,28
Aliso Viejo,2002,1
Aliso Viejo,2004,1
Aliso Viejo,2007,1
Aliso Viejo,2008,2
Aliso Viejo,2009,5
Aliso Viejo,2010,10
Aliso Viejo,2011,22
Aliso Viejo,2012,31
Aliso Viejo,2013,59
Aliso Viejo,2014,41
Aliso Viejo,2015,2
Aliso Viejo,2016,23
Aliso Viejo,2017,19
Aliso Viejo,2018,1
Alpine,2001,1
Alpine,2002,6
Alpine,2003,10
Alpine,2004,9
Alpine,2005,11
Alpine,2006,16
Alpine,2007,14
Alpine,2008,3
Alpine,2009,30
Alpine,2010,56
Alpine,2011,52
Alpine,2012,85
Alpine,2013,46
Alpine,2014,41
Alpine,2015,20
Alpine,2016,8
Alpine,2017,1
Alpine,2019,1
Alta,2004,1
Alta,2013,1
Alta Loma,2002,3
Alta Loma,2003,1
Alta Loma,2006,5
Alta Loma,2007,8
Alta Loma,2008,8
Alta Loma,2009,20
Alta Loma,2010,36
Alta Loma,2011,53
Alta Loma,2012,95
Alta Loma,2013,101
Alta Loma,2014,59
Alta Loma,2015,2
Alta Loma,2016,49
Alta Loma,2017,49
Alta Loma,2018,4
Altadena,2000,1
Altadena,2001,2
Altadena,2003,2
Altadena,2004,11
Altadena,2005,3
Altadena,2006,3
Altadena,2007,11
Altadena,2008,16
Altadena,2009,23
Altadena,2010,18
Altadena,2011,29
Altadena,2012,39
Altadena,2013,52
Altadena,2014,58
Altadena,2015,2
Altadena,2016,38
Altadena,2017,38
Altadena,2018,16
Alton,2011,1
Altus,2011,1
Alviso,2003,1
Alviso,2010,7
Alviso,2011,2
Alviso,2012,1
Amador City,2008,1
Amador City,2009,1
Amador City,2014,1
American Canyon,2002,1
American Canyon,2003,1
American Canyon,2004,5
American Canyon,2005,1
American Canyon,2006,4
American Canyon,2007,7
American Canyon,2008,1
American Canyon,2009,9
American Canyon,2010,11
American Canyon,2011,10
American Canyon,2012,14
American Canyon,2013,17
American Canyon,2014,6
American Canyon,2015,2
Anaheim,2009,2
Anaheim,2010,3
Anaheim,2011,4
Anaheim,2012,5
Anaheim,2013,2
Anaheim,2014,6
Anaheim,2016,18
Anaheim,2017,9
Anaheim,2018,1
Anderson,2002,1
Anderson,2003,4
Anderson,2004,5
Anderson,2005,1
Anderson,2006,6
Anderson,2007,15
Anderson,2008,5
Anderson,2009,13
Anderson,2010,4
Anderson,2011,11
Anderson,2012,19
Anderson,2013,16
Anderson,2014,12
Anderson,2015,1
Anderson,2016,1
Anderson,2017,1
Anderson,2019,2
Angels Camp,2002,1
Angels Camp,2004,1
Angels Camp,2005,2
Angels Camp,2006,8
Angels Camp,2007,4
Angels Camp,2008,10
Angels Camp,2009,9
Angels Camp,2010,17
Angels Camp,2011,13
Angels Camp,2012,17
Angels Camp,2013,8
Angels Camp,2014,1
Angels Camp,2015,1
Angels Camp,2018,5
Angelus Oaks,2008,1
Angelus Oaks,2014,1
Angwin,2001,1
Angwin,2006,2
Angwin,2007,7
Angwin,2008,7
Angwin,2009,4
Angwin,2010,5
Angwin,2011,3
Angwin,2012,6
Angwin,2013,7
Annapolis,2008,1
Annapolis,2011,1
Annapolis,2013,1
Antioch,2002,2
Antioch,2003,2
Antioch,2004,3
Antioch,2005,11
Antioch,2006,15
Antioch,2007,19
Antioch,2008,17
Antioch,2009,26
Antioch,2010,33
Antioch,2011,71
Antioch,2012,177
Antioch,2013,285
Antioch,2014,58
Antioch,2015,28
Antioch,2016,1
Antioch,2017,6
Antioch,2018,5
Antioch,2019,4
Apple Valley,2001,3
Apple Valley,2003,6
Apple Valley,2004,12
Apple Valley,2005,7
Apple Valley,2006,8
Apple Valley,2007,30
Apple Valley,2008,29
Apple Valley,2009,33
Apple Valley,2010,28
Apple Valley,2011,85
Apple Valley,2012,177
Apple Valley,2013,298
Apple Valley,2014,279
Apple Valley,2015,19
Apple Valley,2016,114
Apple Valley,2017,107
Apple Valley,2018,22
Applegate,2006,1
Applegate,2007,2
Applegate,2008,2
Applegate,2009,1
Applegate,2011,3
Applegate,2012,5
Applegate,2013,3
Applegate,2014,2
Applegate,2015,1
Applegate,2017,1
Aptos,2001,3
Aptos,2002,7
Aptos,2003,6
Aptos,2004,17
Aptos,2005,11
Aptos,2006,23
Aptos,2007,27
Aptos,2008,17
Aptos,2009,30
Aptos,2010,26
Aptos,2011,28
Aptos,2012,26
Aptos,2013,71
Aptos,2014,19
Aptos,2015,6
Aptos,2018,1
Arbuckle,2005,1
Arbuckle,2006,2
Arbuckle,2007,1
Arbuckle,2008,4
Arbuckle,2009,2
Arbuckle,2010,5
Arbuckle,2011,7
Arbuckle,2012,6
Arbuckle,2013,3
Arbuckle,2014,7
Arbuckle,2015,2
Arbuckle,2016,2
Arbuckle,2017,1
Arcadia,2001,2
Arcadia,2002,2
Arcadia,2003,2
Arcadia,2004,4
Arcadia,2006,7
Arcadia,2007,7
Arcadia,2008,11
Arcadia,2009,29
Arcadia,2010,36
Arcadia,2011,40
Arcadia,2012,93
Arcadia,2013,125
Arcadia,2014,69
Arcadia,2015,8
Arcadia,2016,47
Arcadia,2017,37
Arcadia,2018,7
Arcadia,2019,1
Arcata,1999,1
Arcata,2000,1
Arcata,2001,3
Arcata,2002,4
Arcata,2003,9
Arcata,2004,18
Arcata,2005,21
Arcata,2006,17
Arcata,2007,47
Arcata,2008,21
Arcata,2009,9
Arcata,2010,16
Arcata,2011,5
Arcata,2012,29
Arcata,2013,10
Arcata,2015,5
Arcata,2016,7
Arcata,2017,2
Arcata,2018,3
Arizona City,2005,1
Arizona City,2008,1
Armona,2006,1
Armona,2010,1
Armona,2011,1
Armona,2012,2
Armona,2013,3
Armona,2014,2
Armona,2015,2
Armona,2016,4
Armona,2017,12
Armona,2018,2
Arnold,2001,1
Arnold,2004,1
Arnold,2005,2
Arnold,2007,1
Arnold,2009,1
Arnold,2010,1
Aromas,1999,1
Aromas,2002,3
Aromas,2003,2
Aromas,2004,2
Aromas,2006,5
Aromas,2007,6
Aromas,2008,5
Aromas,2009,5
Aromas,2010,5
Aromas,2011,7
Aromas,2012,10
Aromas,2013,6
Aromas,2014,3
Aromas,2015,1
Arroyo Grande,1999,2
Arroyo Grande,2001,2
Arroyo Grande,2002,8
Arroyo Grande,2003,12
Arroyo Grande,2004,15
Arroyo Grande,2005,10
Arroyo Grande,2006,16
Arroyo Grande,2007,35
Arroyo Grande,2008,30
Arroyo Grande,2009,50
Arroyo Grande,2010,50
Arroyo Grande,2011,44
Arroyo Grande,2012,75
Arroyo Grande,2013,51
Arroyo Grande,2014,10
Arroyo Grande,2015,14
Arroyo Grande,2016,2
Arroyo Grande,2018,1
Artesia,2010,2
Artesia,2011,1
Artesia,2012,6
Artesia,2013,8
Artesia,2014,3
Artesia,2016,10
Artesia,2017,7
Artois,2009,1
Artois,2011,1
Artois,2012,1
Artois,2014,2
Artois,2015,1
Arvin,2008,5
Arvin,2009,1
Arvin,2010,4
Arvin,2011,7
Arvin,2012,9
Arvin,2013,2
Arvin,2014,2
Arvin,2016,4
Arvin,2017,2
Arvin,2018,2
Arvin,2019,1
Atascadero,1999,1
Atascadero,2001,3
Atascadero,2002,13
Atascadero,2003,6
Atascadero,2004,13
Atascadero,2005,10
Atascadero,2006,9
Atascadero,2007,20
Atascadero,2008,19
Atascadero,2009,32
Atascadero,2010,36
Atascadero,2011,39
Atascadero,2012,20
Atascadero,2013,42
Atascadero,2014,30
Atascadero,2015,14
Atascadero,2016,4
Atascadero,2017,15
Atascadero,2018,1
Atherton,2001,1
Atherton,2002,5
Atherton,2003,5
Atherton,2004,3
Atherton,2005,5
Atherton,2006,6
Atherton,2007,16
Atherton,2008,20
Atherton,2009,19
Atherton,2010,21
Atherton,2011,22
Atherton,2012,20
Atherton,2013,19
Atherton,2014,5
Atherton,2015,1
Atwater,2004,2
Atwater,2005,2
Atwater,2006,7
Atwater,2007,15
Atwater,2008,6
Atwater,2009,14
Atwater,2010,29
Atwater,2011,32
Atwater,2012,53
Atwater,2013,38
Atwater,2014,28
Atwater,2015,28
Atwater,2016,12
Atwater,2017,10
Atwater,2018,7
Atwater,2019,15
Auberry,2001,1
Auberry,2004,2
Auberry,2005,1
Auberry,2006,2
Auberry,2007,6
Auberry,2008,2
Auberry,2009,6
Auberry,2010,5
Auberry,2011,9
Auberry,2012,5
Auberry,2013,7
Auberry,2015,2
Auberry,2017,1
Auburn,1998,1
Auburn,1999,1
Auburn,2001,3
Auburn,2002,10
Auburn,2003,13
Auburn,2004,16
Auburn,2005,19
Auburn,2006,27
Auburn,2007,52
Auburn,2008,37
Auburn,2009,74
Auburn,2010,102
Auburn,2011,67
Auburn,2012,105
Auburn,2013,119
Auburn,2014,26
Auburn,2015,9
Auburn,2016,2
Auburn,2017,1
Auburn,2018,2
Auburn,2019,1
Avalon,2002,1
Avalon,2008,5
Avalon,2009,2
Avalon,2014,1
Avalon,2016,1
Avalon,2017,1
Avenal,2006,1
Avenal,2009,1
Avenal,2010,1
Avenal,2011,1
Avenal,2012,2
Avenal,2013,6
Avenal,2014,1
Avenal,2016,1
Avery,2005,1
Avery,2006,1
Avery,2012,1
Avila Beach,2011,1
Avila Beach,2012,1
Avila Beach,2013,3
Avila Beach,2014,1
Avondale,2006,1
Avondale,2008,2
Azusa,2011,5
Azusa,2012,2
Azusa,2013,2
Azusa,2014,3
Azusa,2016,5
Azusa,2017,6
BADGER,2016,1
BADGER,2019,1
BAKER,2007,1
BAKER,2008,1
BAKER,2009,1
BAKER,2012,1
BAKER,2014,1
BAKER,2015,1
BAKERSFIELD,2003,1
BAKERSFIELD,2004,1
BAKERSFIELD,2005,3
BAKERSFIELD,2012,2
BAKERSFIELD,2013,1032
BAKERSFIELD,2014,2943
BAKERSFIELD,2015,5441
BAKERSFIELD,2016,5622
BAKERSFIELD,2017,4006
BAKERSFIELD,2018,4271
BAKERSFIELD,2019,5418
BALDWIN PARK,2012,2
BALDWIN PARK,2013,2
BALDWIN PARK,2014,33
BALDWIN PARK,2015,113
BALDWIN PARK,2016,97
BALDWIN PARK,2017,87
BALDWIN PARK,2018,60
BALDWIN PARK,2019,64
BALLARD,2017,1
BALLARD,2018,1
BALLICO,2015,4
BALLICO,2016,1
BALLICO,2017,3
BALLICO,2018,1
BANGOR,2014,7
BANGOR,2015,6
BANGOR,2016,4
BANGOR,2017,6
BANGOR,2018,12
BANGOR,2019,13
BANNING,2008,1
BANNING,2010,1
BANNING,2015,8
BANNING,2016,10
BANNING,2017,6
BANNING,2018,5
BANNING,2019,9
BANTA,2014,1
BANTA,2015,1
BANTA,2017,1
BANTA,2018,1
BARSTOW,2005,3
BARSTOW,2009,1
BARSTOW,2010,1
BARSTOW,2012,22
BARSTOW,2013,10
BARSTOW,2014,69
BARSTOW,2015,222
BARSTOW,2016,129
BARSTOW,2017,76
BARSTOW,2018,88
BARSTOW,2019,95
BASS LAKE,2013,1
BASS LAKE,2014,1
BASS LAKE,2015,3
BASS LAKE,2016,2
BASS LAKE,2017,12
BASS LAKE,2018,2
BASS LAKE,2019,6
BAY POINT,2013,6
BAY POINT,2014,24
BAY POINT,2015,49
BAY POINT,2016,44
BAY POINT,2017,49
BAY POINT,2018,58
BAY POINT,2019,84
BAYSIDE,2013,1
BAYSIDE,2015,6
BAYSIDE,2016,10
BAYSIDE,2017,5
BAYSIDE,2018,8
BAYSIDE,2019,13
BEAUMONT,2006,1
BEAUMONT,2010,3
BEAUMONT,2012,4
BEAUMONT,2013,17
BEAUMONT,2014,118
BEAUMONT,2015,353
BEAUMONT,2016,217
BEAUMONT,2017,243
BEAUMONT,2018,606
BEAUMONT,2019,734
BELL,2012,1
BELL,2014,4
BELL,2015,15
BELL,2016,23
BELL,2017,19
BELL,2018,11
BELL,2019,7
BELL CANYON,2009,1
BELL CANYON,2010,2
BELL CANYON,2014,5
BELL CANYON,2015,8
BELL CANYON,2016,13
BELL CANYON,2017,4
BELL CANYON,2018,4
BELL CANYON,2019,11
BELL GARDENS,2013,1
BELL GARDENS,2014,1
BELL GARDENS,2015,15
BELL GARDENS,2016,5
BELL GARDENS,2017,10
BELL GARDENS,2018,7
BELL GARDENS,2019,9
BELLA VISTA,2001,1
BELLA VISTA,2013,1
BELLA VISTA,2014,7
BELLA VISTA,2015,11
BELLA VISTA,2016,8
BELLA VISTA,2017,9
BELLA VISTA,2018,14
BELLA VISTA,2019,13
BELLFLOWER,2003,1
BELLFLOWER,2006,1
BELLFLOWER,2012,1
BELLFLOWER,2013,2
BELLFLOWER,2014,26
BELLFLOWER,2015,127
BELLFLOWER,2016,138
BELLFLOWER,2017,78
BELLFLOWER,2018,101
BELLFLOWER,2019,120
BELMONT,2004,1
BELMONT,2013,11
BELMONT,2014,65
BELMONT,2015,83
BELMONT,2016,94
BELMONT,2017,47
BELMONT,2018,60
BELMONT,2019,92
BELVEDERE,2013,3
BELVEDERE,2014,10
BELVEDERE,2015,12
BELVEDERE,2016,14
BELVEDERE,2017,2
BELVEDERE,2018,8
BELVEDERE,2019,3
BELVEDERE TIBURON,2018,1
BEN LOMOND,2013,9
BEN LOMOND,2014,24
BEN LOMOND,2015,32
BEN LOMOND,2016,16
BEN LOMOND,2017,21
BEN LOMOND,2018,22
BEN LOMOND,2019,18
BENICIA,2013,40
BENICIA,2014,117
BENICIA,2015,113
BENICIA,2016,161
BENICIA,2017,107
BENICIA,2018,154
BENICIA,2019,169
BENTON,2017,11
BENTON,2018,12
BERKELEY,2004,1
BERKELEY,2012,1
BERKELEY,2013,69
BERKELEY,2014,175
BERKELEY,2015,326
BERKELEY,2016,335
BERKELEY,2017,276
BERKELEY,2018,275
BERKELEY,2019,325
BERRY CREEK,2014,5
BERRY CREEK,2015,3
BERRY CREEK,2016,4
BERRY CREEK,2017,1
BERRY CREEK,2018,5
BETHEL ISLAND,2013,3
BETHEL ISLAND,2014,10
BETHEL ISLAND,2015,7
BETHEL ISLAND,2016,4
BETHEL ISLAND,2017,10
BETHEL ISLAND,2018,21
BETHEL ISLAND,2019,17
